"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",-103.2,-73.225,-76.23,-20.528,8.5245,17.842,-10.078,-35.448,14.777,22.489,13.134,8.6815,14.965,32.959,7.0625,25.748,-21.421,-0.73157,21.201,36.938,-1.6141,-15.201,18.927,2.085,-6.23,0.96464,-1.0227,2.5588,8.4878,7.26
"2",-120.54,-67.568,-99.856,-28.942,-8.1849,14.796,26.002,-34.213,9.9565,20.731,-5.225,-22.685,-7.0678,20.179,-14.232,19.375,-10.429,-32.929,31.385,-4.7531,-15.192,-4.9365,-0.81183,21.434,-15.524,-6.5745,5.9747,-11.746,12.812,11.401
"3",-118.44,-78.434,-47.989,-40.154,60.019,-23.499,31.206,24.439,-28.152,70.461,-9.4684,6.5372,40.322,27.279,6.281,-13.957,-12.779,2.4633,29.937,1.036,7.1782,-24.572,16.409,23.021,3.3005,-11.104,-29.587,-4.0443,-16.559,16.546
"4",-104.98,-35,-103.51,30.91,8.5062,45.782,22.88,-21.903,-22.102,12.149,-1.7545,-6.0324,-7.0675,8.4656,22.155,5.3516,-31.74,-6.8096,18.98,-19.198,-8.0624,4.2133,24.623,5.4857,-17.59,-9.9517,2.199,8.4557,-21.456,-5.9277
"5",-118.15,-59.142,-51.383,-55.892,1.6288,12.295,-14.925,-29.098,21.089,34.256,42.998,22.962,-15.997,27.085,0.37961,29.795,-12.656,19.908,-3.1871,8.1953,-1.3482,-16.952,40.293,7.6037,-17.531,-28.775,6.0669,3.7036,-14.316,33.206
"6",-168.94,-46.199,9.3245,-26.183,25.575,-19.941,26.215,82.573,-26.675,71.086,-7.5237,21.497,18.161,13.637,13.699,0.15222,-4.0375,21.714,14.025,24.886,-3.9729,-17.193,7.8958,16.792,15.549,-2.4728,-15.348,-16.536,-18.418,31.682
"7",-123.21,-83.434,-28.013,-18.279,58.308,-23.635,30.459,30.319,-25.011,85.428,12.415,14.567,24.498,22.055,6.8232,20.537,-42.921,28.323,10.363,-13.445,20.372,-20.324,6.9605,16.417,7.3141,-18.694,-10.404,-7.4961,-20.847,25.227
"9",-127.54,-77.431,-23.485,-41.61,35.64,-6.2863,28.849,12.634,-28.504,85.31,2.1101,3.4178,38.092,36.958,9.5392,-1.8264,-25.236,17.651,13.455,-5.2224,7.3626,-24.655,19.748,17.57,-3.0634,-4.815,-17.201,-13.15,-22.728,37.951
"10",-111.41,-60.654,-121.25,25.565,-29.01,-15.006,-11.72,33.894,-41.055,-5.8813,-1.97,4.4688,23.268,-28.321,-14.409,-34.025,-11.206,-18.25,12.663,-33.431,22.115,1.8898,-13.108,32.369,-24.214,-48.471,-4.3652,-19.105,31.295,25.948
"11",-149.7,-67.737,-45.611,-45.969,60.427,-11.67,35.85,15.067,-33.414,73.634,2.5134,-0.20772,35.562,44.916,-5.2325,-10.912,-29.58,-3.7519,28.458,2.9619,22.027,-13.925,29.353,22.666,-0.062841,-14.264,-19.659,-4.6151,-9.5144,19.434
"13",-115.12,-56.573,-124.65,41.398,-30.599,-8.4281,-7.8076,49.907,-35.993,-1.988,1.6955,3.2065,10.568,-20.463,-29.934,-34.169,-11.436,-15.098,28.417,-25.576,20.235,-10.709,-20.252,30.602,-29.916,-45.245,-4.3439,8.8826,43.145,30.729
"14",-124.02,-61.846,-53.366,-17.811,11.072,9.1214,-32.858,-2.3089,20.306,35.911,32.442,28.22,9.9515,22.55,2.3536,18.109,-10.44,6.7583,11.808,20.937,-0.28099,-18.436,35.095,12.51,-9.5879,-11.5,1.9026,-2.8273,-7.4298,28.865
"15",-137.33,-66.923,-23.942,-26.288,20.874,-19.666,4.4158,31.18,-11.309,56.004,19.872,19.04,-16.963,16.522,10.656,27.887,-8.2012,19.501,-6.7882,6.0983,13.089,-32.935,-0.62108,8.7911,-1.4776,-13.705,-13.994,11.418,-12.676,28.619
"16",-139.72,-79.241,-81.671,0.67713,50.363,-8.1957,32.396,17.935,-37.483,54.475,-20.305,12.337,9.0415,52.357,0.22386,-0.71057,-19.418,0.81082,24.103,7.3241,23.031,-17.064,-0.76099,22.108,5.2691,-19.724,-33.807,9.9671,5.4392,-0.051578
"17",-124.72,-48.79,-37.139,-34.549,13.877,6.0313,-7.5513,-12.111,22.142,29.077,42.056,13.689,-3.8121,19.118,1.2016,37.459,-5.0734,17.707,-17.746,23,-9.4892,-27.352,38.215,8.2035,-1.2716,-32.787,8.0286,24.024,-14.314,33.687
"18",-110.43,-77.431,-89.332,-26.354,8.6754,10.117,-20.525,-15.094,9.9825,19.531,21.74,7.2446,3.6506,35.972,22.478,-7.3498,-17.726,8.255,31.626,30.493,-9.9253,-17.631,30.903,22.189,4.2462,6.6045,1.4806,-18.533,3.5001,-2.0041
"19",-103.81,-73.452,-78.245,-23.461,-3.6741,14.713,-25.742,-31.203,2.9312,23.016,12.95,6.5878,15.975,40.701,8.0473,15.137,-1.9743,-0.53004,15.823,8.276,3.9227,-14.011,31.132,11.212,-10.441,-15.99,-10.706,7.3338,5.1859,10.272
"21",-83.685,-81.011,-104.29,-36.963,28.289,-2.3601,-13.597,-29.809,6.5554,16.041,14.389,-0.14738,28.175,24.943,-1.8283,-0.99351,4.8937,-2.3453,43.022,4.5937,8.0386,-20.348,19.886,33.332,5.5696,-14.058,11.987,-14.006,0.86255,15.454
"22",-125,-34.85,-7.7357,-49.424,-22.744,-10.022,-33.618,15.535,34.16,28.667,5.2178,1.1569,-14.162,15.522,-12.998,23.342,-5.5382,8.5901,-2.5738,43.256,2.7278,-18.247,9.4466,14.283,-5.3372,-18.892,-2.6112,12.007,7.5058,18.03
"23",-144.72,-50.984,-57.326,-19.647,20.448,9.3907,-40.256,-2.6039,1.8349,28.567,23.265,14.828,31.095,10.663,14.064,7.7715,-24.287,17.005,30.392,22.246,-18.193,-16.131,21.281,9.9174,7.7545,-21.487,12.752,-13.5,-11.073,45.008
"24",-127.17,-58.417,-23.603,-15.204,42.998,-12.233,11.92,24.614,-42.041,73.556,4.3218,15.826,17.398,20.014,11.85,-7.5253,-28.042,26.234,28.766,2.7877,3.2847,-21.366,14.487,32.887,1.4265,-9.4956,-16.448,-9.7242,-8.0677,19.547
"25",-96.938,-67.743,-69.742,-24.745,44.838,-18.586,60.066,10.715,-40.352,60.424,-44.822,-10.549,20.706,42.734,-17.834,-0.22512,-3.1204,-30.143,38.238,21.868,14.509,-7.3919,-1.7354,8.7005,17.828,-8.5789,-30.039,10.564,0.18624,11.38
"26",-99.97,-45.073,-121.06,-15.225,-21.861,-6.6668,9.9294,-2.431,-32.825,3.3185,-2.8266,2.1999,1.3643,21.645,-45.471,2.0094,20.863,-13.369,17.165,16.847,-2.0134,-15.776,26.674,31.045,11.09,-39.785,15.464,28.297,-2.4418,20.774
"27",-100.37,-80.548,-72.855,-32.244,39.561,-18.788,60.282,13.641,-37.759,46.383,-21.824,-6.4589,15.687,56.096,-9.1412,-10.687,-17.84,-19.305,33.66,17.323,23.439,-18.353,6.4836,21.912,14.911,-0.41894,-33.91,-7.1221,-10.775,9.6729
"29",-106.06,-39.476,-112.28,9.0915,-35.518,-22.196,-17.029,47.864,-38.46,-10.323,10.407,6.2708,9.706,-10.081,-15.139,-11.633,-8.9985,-9.0529,7.7227,-40.916,8.8253,4.6168,1.4129,28.964,-16.383,-43.569,14.631,-11.511,4.125,12.519
"30",-131.96,-60.406,-109.42,13.55,30.193,28.943,-3.4994,1.8698,-23.381,20.446,-6.1125,2.8922,24.999,33.757,4.3561,-40.432,4.0075,14.262,35.75,20.141,-2.5143,-9.8774,4.6378,56.29,1.2773,-51.728,-3.8939,-0.018333,-9.1466,12.261
"31",-135.93,-44.698,-51.06,-11.238,-18.177,-35.676,-8.1386,38.5,-9.5493,3.9323,-38.878,22.896,-10.984,5.4101,-31.49,20.683,-8.7396,-13.249,-5.6074,21.461,30.464,-3.0357,-4.4149,22.681,-15.421,-38.645,-1.3994,14.138,7.779,1.666
"32",-183.46,-18.109,-38.65,-18.75,4.7292,0.070446,-35.564,1.7297,18.497,20.105,-10.206,28.949,27.29,17.264,16.427,26.334,-19.747,-9.8927,17.741,59.692,-17.201,-17.413,20.12,-0.21575,3.7627,-10.51,6.3272,0.41641,-6.6883,30.149
"33",-179.57,-55.739,-47.33,-4.7669,2.2605,14.986,-55.809,33.755,24.805,14.426,8.5659,29.673,4.6528,23.343,-1.2286,14.675,9.6333,2.7131,20.344,58.746,6.1057,-24.445,12.995,8.131,12.196,-13.261,9.4573,-5.6976,-7.3711,24.775
"34",-155.95,-72.321,-108.14,-6.392,18.445,19.893,-9.39,-20.848,-2.0741,23.274,-8.4113,-9.806,15.658,38.634,-1.6228,-7.4824,-16.759,-6.6238,39.197,9.6038,18.61,-5.6145,2.1874,51.622,12.916,-32.46,-23.297,19.535,4.4161,-6.3584
"37",-112.43,-87.768,-80.22,-38.319,14.363,8.7602,-37.106,-17.408,17.495,26.333,51.37,15.465,31.171,39.928,-2.5653,20.575,-11.776,32.044,31,15.304,10.162,-5.6727,19.144,10.014,15.164,-23.963,24.689,-5.4529,-13.033,16.905
"38",-137.09,-69.562,-124.24,41.702,-21.764,-22.391,4.5309,26.096,-10.774,4.6739,4.5139,-2.4182,7.4756,-17.705,-3.3581,-47.306,5.8307,-4.3938,-19.824,-1.5683,20.22,22.876,-7.7761,38.973,-20.552,-17.769,7.5058,-27.531,14.099,20.106
"40",-98.648,-72.661,-101.44,-14.898,34.197,18.67,-26.87,-12.358,7.4064,20.329,21.747,4.2748,58.692,17.454,7.4976,-3.2623,-13.247,14.039,48.558,20.631,3.194,-26.506,5.924,24.855,-2.1482,-11.972,26.866,-21.229,0.23508,19.481
"41",-161.8,-65.434,-32.275,-48.272,31.311,-33.44,3.3039,41.713,-24.636,49.971,1.6503,20.082,13.588,9.0947,0.051838,23.581,-1.0195,1.4609,-8.6987,10.549,9.7201,-22.302,2.2084,23.097,10.08,-10.67,-17.646,5.1878,-3.2521,10.224
"42",-162.13,-39.252,-23.924,-25.81,-3.9235,-27.756,3.167,-3.7459,2.6666,50.568,-4.1439,7.1892,-32.483,26.081,-3.6443,12.808,-5.063,3.5661,0.8225,22.203,11.907,-20.717,10.348,23.553,4.4762,-30.115,-7.3826,1.8115,-5.6882,22.007
"44",-158.12,-43.79,-35.326,-35.08,15.885,-12.527,5.0476,10.167,-19.246,53.408,29.563,5.9306,-20.811,24.611,-6.1466,0.012418,-14.734,28.642,-6.7697,12.478,16.193,-6.052,9.5481,36.504,16.097,-18.555,-1.8103,25.049,-21.122,14.567
"45",-103.21,-68.279,-81.82,-20.994,21.313,17.768,-24.539,-24.264,10.416,23.084,20.145,5.0956,36.056,27.856,13.874,-2.163,-10.361,10.195,39.738,24.677,-8.189,-13.978,23.476,9.1958,-2.0209,-6.2992,-0.94778,-11.264,-3.8886,4.3569
"46",-152.84,-31.93,-16.564,-33.762,-13.973,-15.794,-0.27448,2.4633,3.9864,26.588,-10.036,3.5209,-28.862,22.437,-21.702,5.0497,1.718,8.9443,-8.1103,23.7,20.074,-9.345,12.71,34.009,-6.5347,-12.876,-2.2127,20.544,-6.8218,18.018
"47",-102.55,-62.955,-128.68,-3.9227,6.7956,18.388,4.6443,-9.5377,-12.768,19.282,-17.021,-10.75,48.506,4.9371,-24.027,-22.128,26.646,2.7891,42.701,18.542,-0.89199,-26.96,-11.408,36.931,15.682,-73.614,3.7088,19.742,-1.3671,26.861
"48",-166.88,-67.586,-71.115,-6.7758,40.819,15.796,-35.909,3.0719,13.78,15.041,14.741,19.303,44.421,24.688,4.961,-5.0023,-19.011,12.898,40.418,7.5714,10.838,-13.161,-3.6874,25.589,-1.4386,-35.926,7.9864,2.4788,-15.492,14.429
"49",-130.55,-48.893,-28.396,-62.737,13.623,-22.948,1.4316,-2.478,7.5965,36.137,9.105,6.6628,-6.1519,6.7116,-14.671,10.855,-0.31056,6.3091,-9.3961,9.7389,16.231,-27.511,10.401,36.107,-0.47855,-26.277,-1.0057,20.184,-11.214,11.156
"50",-110.42,-81.755,-103.9,-12.901,11.31,15.073,-27.918,-16.385,9.8749,19.732,10.521,8.2834,17.385,39.234,-7.4929,-4.9383,-16.556,5.8632,36.788,13.446,16.397,-11.428,20.368,30.344,4.7679,-14.193,-3.7293,12.331,2.335,0.93295
"51",-115.89,-44.687,-40.867,-39.618,10.878,-6.2722,4.4962,2.9852,-9.4482,47.243,14.47,-0.2785,-22.365,35.884,1.8505,0.67696,0.29902,9.7459,2.0808,-1.1948,13.212,-4.781,7.4265,34.668,-0.59451,-18.633,-14.763,20.184,3.4488,12.185
"52",-156.21,-50.044,-12.091,-17.929,0.95278,-26.287,-7.2708,67.038,-9.3939,40.888,-19.497,27.347,-28.595,17.245,-20.165,12.901,3.2518,10.751,-8.8114,36.434,12.81,-22.39,-13.641,36.502,3.7459,-12.364,-12.5,-3.2817,-18.822,22.705
"53",-141.27,-74.855,-81.42,-18.751,23.92,17.506,-42.732,0.064859,11.336,25.056,24.47,22.243,43.126,18.878,15.143,-0.52209,1.2556,23.309,24.761,33.643,11.58,-30.954,5.3946,14.471,14.956,-9.7189,23.349,-11.536,-7.9588,23.793
"54",-134.95,-77.741,-97.621,-13.729,13.472,15.179,-23.048,-23.375,-2.7789,16.955,-2.5992,-3.6197,18.76,42.115,6.3484,-6.4018,-14.929,-0.88292,29.444,13.578,6.9468,-3.901,0.4069,30.339,2.9982,-20.278,-7.8127,17.975,0.48404,4.6248
"57",-138.01,-56.347,-52.724,-49.016,24.284,-25.317,6.4486,-8.938,-5.2782,39.826,5.5226,2.3651,2.7079,17.672,-0.87974,6.525,-1.615,15.668,-3.7079,4.8827,13.107,-16.713,16.403,37.215,18.182,-26.014,3.6749,16.529,-0.89757,5.8681
"58",-127.43,-69.324,-67.427,-58.031,19.796,-10.508,1.253,-22.807,7.1456,34.307,20.855,3.2748,-0.87848,35.345,-9.2381,3.8913,-9.3073,7.5809,14.325,4.4682,16.027,-15.806,24.675,47.97,-2.1667,-26.549,-2.3281,15.948,-4.6875,2.4826
"60",-135.87,-59.67,-93.606,-6.6321,25.568,19.296,-25.217,-13.406,4.918,19.081,21.787,12.676,45.409,23.567,4.7618,8.6869,-9.7914,6.8581,35.2,23.427,4.9798,-10.432,24.314,26.471,7.1937,-14.851,8.1552,4.8802,-6.6367,15.602
